DateTime,True_Global_active_power,Predicted_Global_active_power
2010-08-29,1668.48,1251.4885
2010-08-30,1494.802,1383.2944
2010-08-31,1365.106,1332.1288
2010-09-01,1593.318,1412.5646
2010-09-02,1392.492,1468.5039
2010-09-03,1346.414,1551.9943
2010-09-04,1743.84,1656.1853
2010-09-05,1323.018,1684.4324
2010-09-06,1422.876,1898.1426
2010-09-07,1451.854,1897.5637
2010-09-08,1303.812,1954.7036
2010-09-09,1238.714,2169.7188
2010-09-10,1328.108,2074.3953
2010-09-11,1463.31,2095.9302
2010-09-12,1612.092,2138.5
2010-09-13,1076.32,2070.7693
2010-09-14,1430.678,2195.3904
2010-09-15,986.094,2090.9023
2010-09-16,1339.738,1975.8947
2010-09-17,1497.608,2099.1458
2010-09-18,1247.946,1972.8591
2010-09-19,919.6,1961.645
2010-09-20,1682.832,1915.0167
2010-09-21,1111.376,2002.1597
2010-09-22,1510.394,2051.3171
2010-09-23,1449.862,2110.6553
2010-09-24,1327.992,2082.6309
2010-09-25,281.79,2088.3926
2010-09-26,210.24,2317.205
2010-09-27,210.24,2168.2236
2010-09-28,638.764,2064.8306
2010-09-29,1684.426,2310.5996
2010-09-30,1248.278,2283.7336
2010-10-01,1504.82,2199.193
2010-10-02,1923.254,2342.4326
2010-10-03,1830.684,2141.456
2010-10-04,1775.96,1947.296
2010-10-05,1854.624,2103.9712
2010-10-06,1315.456,2003.7233
2010-10-07,1809.954,2018.294
2010-10-08,1510.456,2058.8374
2010-10-09,1611.78,2065.0164
2010-10-10,1998.904,2210.0842
2010-10-11,1622.59,2366.4282
2010-10-12,1579.692,2290.1672
2010-10-13,2073.886,2357.5176
2010-10-14,2135.122,2246.014
2010-10-15,1596.324,2394.867
2010-10-16,1000.014,2472.2983
2010-10-17,1047.382,2448.1792
2010-10-18,2713.884,2769.86
2010-10-19,1925.978,2778.292
2010-10-20,1727.964,2510.6208
2010-10-21,1355.198,2519.0933
2010-10-22,1668.892,2602.471
2010-10-23,2293.236,2534.6797
2010-10-24,2392.992,2641.2617
2010-10-25,1163.292,2550.2842
2010-10-26,945.904,2486.0679
2010-10-27,1260.278,2464.5164
2010-10-28,1463.326,2210.1038
2010-10-29,1204.422,2224.7546
2010-10-30,2152.7,2108.4897
2010-10-31,1476.43,2146.7444
2010-11-01,1383.18,2031.3613
2010-11-02,1191.082,2041.2665
2010-11-03,1293.298,2046.8666
2010-11-04,2555.146,1896.2931
2010-11-05,1736.088,2040.539
2010-11-06,1805.408,2107.625
2010-11-07,1673.816,2025.2299
2010-11-08,1825.54,2141.3464
2010-11-09,2022.098,2204.7195
2010-11-10,1946.534,2125.924
2010-11-11,1773.592,2156.7153
2010-11-12,1836.822,2217.543
2010-11-13,2023.174,2172.758
2010-11-14,2038.392,2169.0427
2010-11-15,1747.382,2185.0469
2010-11-16,1509.748,2242.0293
2010-11-17,1582.032,2028.4109
2010-11-18,1652.152,2227.5808
2010-11-19,1570.4,2128.1335
2010-11-20,2197.006,2211.8484
2010-11-21,900.91,2279.436
2010-11-22,2041.536,2064.435
2010-11-23,1577.536,2113.618
2010-11-24,1796.248,2228.4026
2010-11-25,1431.164,2257.6516
2010-11-26,1488.104,2319.3774
