DateTime,True_Global_active_power,Predicted_Global_active_power
2010-08-29,1668.48,1904.0741
2010-08-30,1494.802,1989.4265
2010-08-31,1365.106,1923.1622
2010-09-01,1593.318,1856.8638
2010-09-02,1392.492,2125.3318
2010-09-03,1346.414,2120.9443
2010-09-04,1743.84,2379.149
2010-09-05,1323.018,2323.8826
2010-09-06,1422.876,2149.7207
2010-09-07,1451.854,2123.8982
2010-09-08,1303.812,2078.2358
2010-09-09,1238.714,2193.5198
2010-09-10,1328.108,2042.9714
2010-09-11,1463.31,2182.879
2010-09-12,1612.092,2005.1522
2010-09-13,1076.32,1849.4739
2010-09-14,1430.678,2042.3479
2010-09-15,986.094,1979.8241
2010-09-16,1339.738,2099.1975
2010-09-17,1497.608,2123.458
2010-09-18,1247.946,2139.595
2010-09-19,919.6,2053.6248
2010-09-20,1682.832,2227.0808
2010-09-21,1111.376,2366.407
2010-09-22,1510.394,2372.7776
2010-09-23,1449.862,2365.16
2010-09-24,1327.992,2401.6174
2010-09-25,281.79,2281.2688
2010-09-26,210.24,2434.9636
2010-09-27,210.24,2287.9866
2010-09-28,638.764,2422.9507
2010-09-29,1684.426,2205.0488
2010-09-30,1248.278,2208.602
2010-10-01,1504.82,2267.04
2010-10-02,1923.254,2133.502
2010-10-03,1830.684,2031.7435
2010-10-04,1775.96,2131.3896
2010-10-05,1854.624,2065.8086
2010-10-06,1315.456,2065.242
2010-10-07,1809.954,2054.1191
2010-10-08,1510.456,2133.6987
2010-10-09,1611.78,2301.2249
2010-10-10,1998.904,2355.1372
2010-10-11,1622.59,2385.0608
2010-10-12,1579.692,2402.8806
2010-10-13,2073.886,2581.3513
2010-10-14,2135.122,2592.3967
2010-10-15,1596.324,2651.121
2010-10-16,1000.014,2591.5845
2010-10-17,1047.382,2741.049
2010-10-18,2713.884,2464.0493
2010-10-19,1925.978,2544.8552
2010-10-20,1727.964,2456.561
2010-10-21,1355.198,2340.3665
2010-10-22,1668.892,2244.554
2010-10-23,2293.236,2206.799
2010-10-24,2392.992,2236.3264
2010-10-25,1163.292,2198.647
2010-10-26,945.904,2210.654
2010-10-27,1260.278,2021.9232
2010-10-28,1463.326,2098.8381
2010-10-29,1204.422,2057.4436
2010-10-30,2152.7,2041.4379
2010-10-31,1476.43,1981.4475
2010-11-01,1383.18,2083.4412
2010-11-02,1191.082,2192.148
2010-11-03,1293.298,2201.6882
2010-11-04,2555.146,2267.3562
2010-11-05,1736.088,2171.4912
2010-11-06,1805.408,2324.7007
2010-11-07,1673.816,2291.9182
2010-11-08,1825.54,2339.5764
2010-11-09,2022.098,2263.213
2010-11-10,1946.534,2111.5535
2010-11-11,1773.592,2202.8665
2010-11-12,1836.822,2180.5176
2010-11-13,2023.174,2140.715
2010-11-14,2038.392,1933.6501
2010-11-15,1747.382,2106.9094
2010-11-16,1509.748,2187.5989
2010-11-17,1582.032,2144.5894
2010-11-18,1652.152,2284.0723
2010-11-19,1570.4,2240.64
2010-11-20,2197.006,2102.3076
2010-11-21,900.91,2153.775
2010-11-22,2041.536,2073.2615
2010-11-23,1577.536,2218.9946
2010-11-24,1796.248,2176.9863
2010-11-25,1431.164,2095.015
2010-11-26,1488.104,2120.3872
