DateTime,True_Global_active_power,Predicted_Global_active_power
2010-08-29,1668.48,1919.0759
2010-08-30,1494.802,2100.3228
2010-08-31,1365.106,1922.0172
2010-09-01,1593.318,1925.3029
2010-09-02,1392.492,2015.6886
2010-09-03,1346.414,2062.0527
2010-09-04,1743.84,1956.6409
2010-09-05,1323.018,2114.5354
2010-09-06,1422.876,2165.796
2010-09-07,1451.854,2054.19
2010-09-08,1303.812,2141.8203
2010-09-09,1238.714,2021.0006
2010-09-10,1328.108,2069.295
2010-09-11,1463.31,2274.5276
2010-09-12,1612.092,2327.0273
2010-09-13,1076.32,2242.2087
2010-09-14,1430.678,2180.1536
2010-09-15,986.094,2328.0342
2010-09-16,1339.738,2229.275
2010-09-17,1497.608,2126.858
2010-09-18,1247.946,2153.3862
2010-09-19,919.6,2140.213
2010-09-20,1682.832,2118.4036
2010-09-21,1111.376,2057.999
2010-09-22,1510.394,2196.4578
2010-09-23,1449.862,2048.9402
2010-09-24,1327.992,2209.5657
2010-09-25,281.79,2210.9856
2010-09-26,210.24,2129.3516
2010-09-27,210.24,2312.72
2010-09-28,638.764,2485.0503
2010-09-29,1684.426,2478.0737
2010-09-30,1248.278,2367.2788
2010-10-01,1504.82,2400.5317
2010-10-02,1923.254,2555.6035
2010-10-03,1830.684,2458.2485
2010-10-04,1775.96,2487.3416
2010-10-05,1854.624,2542.6895
2010-10-06,1315.456,2497.1628
2010-10-07,1809.954,2464.1538
2010-10-08,1510.456,2314.821
2010-10-09,1611.78,2282.9443
2010-10-10,1998.904,2426.4153
2010-10-11,1622.59,2302.8848
2010-10-12,1579.692,2129.5793
2010-10-13,2073.886,2262.575
2010-10-14,2135.122,2106.2078
2010-10-15,1596.324,2120.0679
2010-10-16,1000.014,2201.5374
2010-10-17,1047.382,2238.0056
2010-10-18,2713.884,2232.2935
2010-10-19,1925.978,2170.4321
2010-10-20,1727.964,2164.5562
2010-10-21,1355.198,2215.0056
2010-10-22,1668.892,2250.415
2010-10-23,2293.236,2393.9597
2010-10-24,2392.992,2497.1738
2010-10-25,1163.292,2307.0051
2010-10-26,945.904,2317.5386
2010-10-27,1260.278,2422.5144
2010-10-28,1463.326,2305.7341
2010-10-29,1204.422,2353.6775
2010-10-30,2152.7,2365.201
2010-10-31,1476.43,2311.9707
2010-11-01,1383.18,2237.5063
2010-11-02,1191.082,2223.623
2010-11-03,1293.298,2248.6458
2010-11-04,2555.146,2256.4
2010-11-05,1736.088,2224.0754
2010-11-06,1805.408,2171.8193
2010-11-07,1673.816,2151.2969
2010-11-08,1825.54,2056.9614
2010-11-09,2022.098,2090.2231
2010-11-10,1946.534,2115.5256
2010-11-11,1773.592,2214.9358
2010-11-12,1836.822,2316.5815
2010-11-13,2023.174,2315.3103
2010-11-14,2038.392,2160.4172
2010-11-15,1747.382,2223.8938
2010-11-16,1509.748,2174.5732
2010-11-17,1582.032,2198.3848
2010-11-18,1652.152,2108.446
2010-11-19,1570.4,2105.9253
2010-11-20,2197.006,2299.3318
2010-11-21,900.91,2107.5586
2010-11-22,2041.536,2073.4272
2010-11-23,1577.536,2189.2058
2010-11-24,1796.248,2141.3762
2010-11-25,1431.164,2084.4136
2010-11-26,1488.104,1998.3228
