DateTime,True_Global_active_power,Predicted_Global_active_power
2010-08-29,1668.48,2096.053
2010-08-30,1494.802,2326.8484
2010-08-31,1365.106,2059.5933
2010-09-01,1593.318,2174.4321
2010-09-02,1392.492,2430.422
2010-09-03,1346.414,2271.4946
2010-09-04,1743.84,2508.581
2010-09-05,1323.018,2265.3262
2010-09-06,1422.876,2083.0764
2010-09-07,1451.854,1846.8876
2010-09-08,1303.812,1912.9419
2010-09-09,1238.714,2112.105
2010-09-10,1328.108,1818.548
2010-09-11,1463.31,1831.0679
2010-09-12,1612.092,1948.5604
2010-09-13,1076.32,1990.6346
2010-09-14,1430.678,2058.6584
2010-09-15,986.094,1981.7836
2010-09-16,1339.738,2108.8152
2010-09-17,1497.608,2364.472
2010-09-18,1247.946,2270.9001
2010-09-19,919.6,2361.763
2010-09-20,1682.832,2326.206
2010-09-21,1111.376,2488.4517
2010-09-22,1510.394,2366.9385
2010-09-23,1449.862,2214.7393
2010-09-24,1327.992,2350.4263
2010-09-25,281.79,2241.7876
2010-09-26,210.24,2197.0183
2010-09-27,210.24,2189.735
2010-09-28,638.764,1898.0875
2010-09-29,1684.426,1968.3683
2010-09-30,1248.278,1626.8334
2010-10-01,1504.82,1686.8478
2010-10-02,1923.254,1804.4026
2010-10-03,1830.684,1596.1562
2010-10-04,1775.96,1477.8218
2010-10-05,1854.624,1628.3623
2010-10-06,1315.456,1560.2733
2010-10-07,1809.954,1548.4152
2010-10-08,1510.456,1766.2969
2010-10-09,1611.78,2100.885
2010-10-10,1998.904,1807.5254
2010-10-11,1622.59,2168.6433
2010-10-12,1579.692,2280.6096
2010-10-13,2073.886,2509.1375
2010-10-14,2135.122,2447.599
2010-10-15,1596.324,2619.317
2010-10-16,1000.014,2563.3545
2010-10-17,1047.382,2692.2395
2010-10-18,2713.884,2537.6284
2010-10-19,1925.978,2469.245
2010-10-20,1727.964,2563.2615
2010-10-21,1355.198,2597.84
2010-10-22,1668.892,2254.556
2010-10-23,2293.236,2440.7007
2010-10-24,2392.992,2378.9133
2010-10-25,1163.292,2063.2065
2010-10-26,945.904,2222.8555
2010-10-27,1260.278,2054.7007
2010-10-28,1463.326,2346.291
2010-10-29,1204.422,2280.801
2010-10-30,2152.7,2327.2012
2010-10-31,1476.43,2190.4136
2010-11-01,1383.18,2293.9333
2010-11-02,1191.082,2217.433
2010-11-03,1293.298,2323.3818
2010-11-04,2555.146,2220.838
2010-11-05,1736.088,2252.1194
2010-11-06,1805.408,2055.9365
2010-11-07,1673.816,2226.915
2010-11-08,1825.54,2110.2385
2010-11-09,2022.098,2026.9143
2010-11-10,1946.534,2106.7844
2010-11-11,1773.592,1924.1143
2010-11-12,1836.822,2147.8242
2010-11-13,2023.174,2017.0176
2010-11-14,2038.392,2045.3256
2010-11-15,1747.382,1874.4554
2010-11-16,1509.748,1956.4324
2010-11-17,1582.032,1991.6218
2010-11-18,1652.152,2004.085
2010-11-19,1570.4,1749.1455
2010-11-20,2197.006,1809.1667
2010-11-21,900.91,1857.4369
2010-11-22,2041.536,1761.3905
2010-11-23,1577.536,1882.1217
2010-11-24,1796.248,1721.2727
2010-11-25,1431.164,1734.7448
2010-11-26,1488.104,1614.8335
