DateTime,True_Global_active_power,Predicted_Global_active_power
2009-11-27,1380.026,1818.9983
2009-11-28,1858.95,1562.7983
2009-11-29,1650.962,1775.9642
2009-11-30,1745.19,1674.3894
2009-12-01,1756.378,1731.5377
2009-12-02,2345.668,1958.6859
2009-12-03,1479.688,1814.9774
2009-12-04,1711.294,1576.374
2009-12-05,2351.762,1968.0568
2009-12-06,2378.288,1919.7085
2009-12-07,1742.638,2097.673
2009-12-08,2006.884,1946.7843
2009-12-09,1802.356,1937.4951
2009-12-10,2058.042,2163.3147
2009-12-11,1784.462,1983.437
2009-12-12,1816.38,1916.946
2009-12-13,2138.814,2020.2421
2009-12-14,1794.862,2133.3286
2009-12-15,1940.116,2414.8506
2009-12-16,1394.874,2086.2065
2009-12-17,1717.182,2039.3147
2009-12-18,1744.706,2075.3425
2009-12-19,2204.334,2066.5117
2009-12-20,1144.166,2154.8818
2009-12-21,2034.966,2269.798
2009-12-22,1888.022,2053.8474
2009-12-23,1455.2,2251.559
2009-12-24,2905.894,2253.83
2009-12-25,2127.648,2178.9465
2009-12-26,2183.618,1771.4502
2009-12-27,2195.452,2213.2993
2009-12-28,2094.098,2119.7712
2009-12-29,2047.968,2325.6755
2009-12-30,2451.11,2138.6235
2009-12-31,2211.892,1953.4209
2010-01-01,1224.252,2012.9272
2010-01-02,1311.806,2117.9524
2010-01-03,2083.454,2177.841
2010-01-04,1604.132,1854.5643
2010-01-05,2219.78,1978.5007
2010-01-06,1777.18,1801.4166
2010-01-07,1769.442,2278.1348
2010-01-08,1797.208,1925.6868
2010-01-09,2336.9,1861.5696
2010-01-10,2508.466,2074.845
2010-01-11,1518.684,1820.8838
2010-01-12,2190.558,2092.3862
2010-01-13,2390.4,2236.0115
2010-01-14,2514.208,2265.936
2010-01-15,2196.76,2142.2207
2010-01-16,2150.112,2292.8928
2010-01-17,1906.556,2428.7842
2010-01-18,1881.098,2089.4563
2010-01-19,2433.508,2064.8943
2010-01-20,2351.728,1992.7002
2010-01-21,2137.856,2080.5732
2010-01-22,1790.626,1837.3749
2010-01-23,2611.502,1684.4165
2010-01-24,2269.42,1837.7474
2010-01-25,1930.51,1973.5809
2010-01-26,2067.564,1859.9342
2010-01-27,2760.902,1920.8893
2010-01-28,2110.234,1970.9418
2010-01-29,2092.99,1843.7145
2010-01-30,2842.728,1996.3274
2010-01-31,1799.196,2137.255
2010-02-01,1693.778,1877.0687
2010-02-02,2157.432,1810.7659
2010-02-03,2903.014,2136.9722
2010-02-04,2316.27,1807.9348
2010-02-05,2098.892,2184.7024
2010-02-06,2712.986,1757.3148
2010-02-07,1625.708,1997.5264
2010-02-08,2582.238,2220.2925
2010-02-09,2420.932,1965.2804
2010-02-10,1948.196,2262.251
2010-02-11,1369.768,2248.9688
2010-02-12,1892.998,2146.168
2010-02-13,2351.556,1947.808
2010-02-14,1688.35,2320.8723
2010-02-15,2097.132,1842.386
2010-02-16,1797.756,1956.5818
2010-02-17,2054.56,2307.614
2010-02-18,1761.156,1997.3701
2010-02-19,1953.572,2149.1606
2010-02-20,1983.728,1932.9186
2010-02-21,2740.314,1934.8328
2010-02-22,1474.036,2271.5476
2010-02-23,1461.28,1750.215
2010-02-24,1914.278,2147.43
2010-02-25,1880.204,1945.5958
2010-02-26,2120.156,2063.3066
2010-02-27,1765.056,1854.2455
2010-02-28,711.666,1841.092
2010-03-01,1298.728,1800.3811
2010-03-02,766.9060000000001,1931.9519
2010-03-03,935.834,1979.188
2010-03-04,682.88,2010.937
2010-03-05,1133.726,1690.2961
2010-03-06,794.712,1610.538
2010-03-07,1372.472,1851.0901
2010-03-08,2557.098,1479.0455
2010-03-09,1760.112,1599.162
2010-03-10,1822.632,1519.0511
2010-03-11,1951.09,1508.4694
2010-03-12,1645.424,1514.1132
2010-03-13,2383.01,1226.5697
2010-03-14,1566.714,1432.4309
2010-03-15,1791.85,1373.1241
2010-03-16,1542.65,1543.108
2010-03-17,2009.13,1393.9106
2010-03-18,1562.682,1136.9094
2010-03-19,1663.384,1239.7135
2010-03-20,641.508,1424.5984
2010-03-21,1262.9,1517.8561
2010-03-22,1618.59,1357.6119
2010-03-23,1822.162,1414.1707
2010-03-24,1994.752,1354.6761
2010-03-25,1679.884,1101.1556
2010-03-26,1651.284,1351.3055
2010-03-27,1847.97,1565.3094
2010-03-28,1798.214,1492.4219
2010-03-29,1622.738,1518.6979
2010-03-30,1906.454,1914.1967
2010-03-31,1923.802,1730.2661
2010-04-01,1687.44,1660.6115
2010-04-02,1648.622,2109.9885
2010-04-03,1805.278,2169.9575
2010-04-04,1690.388,2033.4813
2010-04-05,1118.82,2029.6858
2010-04-06,1825.852,2030.9338
2010-04-07,1596.982,2198.7393
2010-04-08,1649.22,2258.6758
2010-04-09,1233.35,2166.4712
2010-04-10,1190.208,2230.882
2010-04-11,1603.152,2077.5369
2010-04-12,1439.426,2357.5876
2010-04-13,1512.704,2111.74
2010-04-14,1660.364,2135.0422
2010-04-15,1872.178,1880.4198
2010-04-16,1562.062,1799.6786
2010-04-17,1557.712,2127.1265
2010-04-18,1476.106,1920.4243
2010-04-19,1708.594,2036.2971
2010-04-20,1833.628,1879.0939
2010-04-21,1579.914,1957.9083
2010-04-22,1460.904,1882.8055
2010-04-23,1180.536,2147.9753
