DateTime,True_Global_active_power,Predicted_Global_active_power
2009-11-27,1380.026,1966.2177
2009-11-28,1858.95,1877.7571
2009-11-29,1650.962,1876.5908
2009-11-30,1745.19,1992.9628
2009-12-01,1756.378,1718.9657
2009-12-02,2345.668,1797.2102
2009-12-03,1479.688,1992.9746
2009-12-04,1711.294,1802.0021
2009-12-05,2351.762,1855.7266
2009-12-06,2378.288,1744.3817
2009-12-07,1742.638,1827.0933
2009-12-08,2006.884,1786.3795
2009-12-09,1802.356,1833.7168
2009-12-10,2058.042,1922.7334
2009-12-11,1784.462,1938.3563
2009-12-12,1816.38,2032.8359
2009-12-13,2138.814,2048.6763
2009-12-14,1794.862,1958.1476
2009-12-15,1940.116,2088.0986
2009-12-16,1394.874,2072.0713
2009-12-17,1717.182,2117.9778
2009-12-18,1744.706,2176.8494
2009-12-19,2204.334,2208.9111
2009-12-20,1144.166,2160.549
2009-12-21,2034.966,1892.5261
2009-12-22,1888.022,2163.7827
2009-12-23,1455.2,2239.8015
2009-12-24,2905.894,2600.693
2009-12-25,2127.648,2680.9478
2009-12-26,2183.618,2348.258
2009-12-27,2195.452,2268.6772
2009-12-28,2094.098,2268.2747
2009-12-29,2047.968,2522.1416
2009-12-30,2451.11,2385.1306
2009-12-31,2211.892,2502.1514
2010-01-01,1224.252,2331.8398
2010-01-02,1311.806,2473.4373
2010-01-03,2083.454,2434.3567
2010-01-04,1604.132,2387.6746
2010-01-05,2219.78,2243.821
2010-01-06,1777.18,2437.422
2010-01-07,1769.442,2136.108
2010-01-08,1797.208,2127.7273
2010-01-09,2336.9,2054.5337
2010-01-10,2508.466,2154.8289
2010-01-11,1518.684,1912.2794
2010-01-12,2190.558,2321.2627
2010-01-13,2390.4,2075.0862
2010-01-14,2514.208,1996.4386
2010-01-15,2196.76,2002.9128
2010-01-16,2150.112,2195.2673
2010-01-17,1906.556,2162.768
2010-01-18,1881.098,1891.2534
2010-01-19,2433.508,2154.8267
2010-01-20,2351.728,2220.2886
2010-01-21,2137.856,1965.4846
2010-01-22,1790.626,2189.1777
2010-01-23,2611.502,1999.4539
2010-01-24,2269.42,2071.3323
2010-01-25,1930.51,1979.3737
2010-01-26,2067.564,2142.8298
2010-01-27,2760.902,1906.4535
2010-01-28,2110.234,1974.9946
2010-01-29,2092.99,2102.5923
2010-01-30,2842.728,2128.5972
2010-01-31,1799.196,2258.0078
2010-02-01,1693.778,2191.3027
2010-02-02,2157.432,2326.6594
2010-02-03,2903.014,1938.7222
2010-02-04,2316.27,2369.554
2010-02-05,2098.892,2190.932
2010-02-06,2712.986,2209.8442
2010-02-07,1625.708,2447.036
2010-02-08,2582.238,2118.4385
2010-02-09,2420.932,1873.8842
2010-02-10,1948.196,2388.0618
2010-02-11,1369.768,2220.8682
2010-02-12,1892.998,2353.2673
2010-02-13,2351.556,2001.8635
2010-02-14,1688.35,1999.62
2010-02-15,2097.132,2220.2603
2010-02-16,1797.756,1990.354
2010-02-17,2054.56,1840.5851
2010-02-18,1761.156,1719.0314
2010-02-19,1953.572,1795.1969
2010-02-20,1983.728,1961.3258
2010-02-21,2740.314,1960.5688
2010-02-22,1474.036,1812.4839
2010-02-23,1461.28,1839.0712
2010-02-24,1914.278,1789.182
2010-02-25,1880.204,1879.4868
2010-02-26,2120.156,1806.0186
2010-02-27,1765.056,1579.9084
2010-02-28,711.666,1905.8477
2010-03-01,1298.728,1541.3241
2010-03-02,766.9060000000001,1828.8479
2010-03-03,935.834,1408.9009
2010-03-04,682.88,1415.282
2010-03-05,1133.726,1288.7803
2010-03-06,794.712,1468.2931
2010-03-07,1372.472,1398.7062
2010-03-08,2557.098,1506.5532
2010-03-09,1760.112,1537.1543
2010-03-10,1822.632,1821.297
2010-03-11,1951.09,1561.4838
2010-03-12,1645.424,1516.2214
2010-03-13,2383.01,1583.5507
2010-03-14,1566.714,1905.3715
2010-03-15,1791.85,1672.7562
2010-03-16,1542.65,1594.7432
2010-03-17,2009.13,1558.2844
2010-03-18,1562.682,1469.3918
2010-03-19,1663.384,1712.4766
2010-03-20,641.508,1815.2218
2010-03-21,1262.9,1666.2563
2010-03-22,1618.59,1696.953
2010-03-23,1822.162,1663.3826
2010-03-24,1994.752,1568.2114
2010-03-25,1679.884,1647.5906
2010-03-26,1651.284,1694.6381
2010-03-27,1847.97,1589.9513
2010-03-28,1798.214,1694.2661
2010-03-29,1622.738,1542.2664
2010-03-30,1906.454,1688.3085
2010-03-31,1923.802,1514.707
2010-04-01,1687.44,1454.9722
2010-04-02,1648.622,1756.2468
2010-04-03,1805.278,1877.0083
2010-04-04,1690.388,1775.0864
2010-04-05,1118.82,2013.0723
2010-04-06,1825.852,1925.1456
2010-04-07,1596.982,1893.491
2010-04-08,1649.22,2197.2454
2010-04-09,1233.35,1992.332
2010-04-10,1190.208,1772.0646
2010-04-11,1603.152,1747.3461
2010-04-12,1439.426,2037.1204
2010-04-13,1512.704,1997.6135
2010-04-14,1660.364,2013.6317
2010-04-15,1872.178,2042.9225
2010-04-16,1562.062,1702.0071
2010-04-17,1557.712,2082.036
2010-04-18,1476.106,2174.572
2010-04-19,1708.594,2329.6584
2010-04-20,1833.628,2101.5356
2010-04-21,1579.914,2116.5273
2010-04-22,1460.904,2029.922
2010-04-23,1180.536,2137.6887
2010-04-24,1518.418,2095.7742
2010-04-25,1542.742,1867.8177
2010-04-26,1082.716,1819.6908
2010-04-27,1250.94,1928.467
2010-04-28,867.858,1932.7789
2010-04-29,1103.724,1694.605
2010-04-30,1118.628,1646.9309
2010-05-01,1320.158,1924.8014
2010-05-02,2187.91,1696.9824
2010-05-03,1411.302,1615.665
2010-05-04,1516.96,1498.0807
2010-05-05,1805.308,1493.128
2010-05-06,1299.25,1457.8896
2010-05-07,1644.004,1464.557
2010-05-08,1533.422,1369.2671
2010-05-09,1566.51,1389.9188
2010-05-10,1467.892,1536.5714
2010-05-11,1571.368,1314.3661
2010-05-12,2035.418,1584.8287
2010-05-13,1554.266,1410.6437
2010-05-14,1722.146,1609.1086
2010-05-15,1944.772,1500.7783
2010-05-16,2100.426,1495.6527
2010-05-17,1628.182,1470.3572
2010-05-18,1421.184,1566.4003
2010-05-19,1426.752,1665.7312
2010-05-20,1153.898,1480.6904
2010-05-21,1294.396,1677.1759
2010-05-22,2095.772,1498.4224
2010-05-23,1487.556,1620.4232
2010-05-24,1341.332,1363.3004
2010-05-25,1198.626,1361.0916
2010-05-26,1387.884,1401.3534
2010-05-27,1323.342,1364.1954
2010-05-28,1398.164,1447.602
2010-05-29,2049.808,1368.9374
2010-05-30,1665.7,1379.1576
2010-05-31,1340.462,1212.8134
2010-06-01,1268.964,1514.9718
2010-06-02,980.898,1345.768
2010-06-03,1394.186,1465.9727
2010-06-04,1420.554,1420.8722
2010-06-05,2009.644,1264.1305
2010-06-06,1746.792,1404.0698
2010-06-07,1012.082,1479.3246
2010-06-08,1362.034,1493.6534
2010-06-09,1534.682,1505.3422
2010-06-10,1215.19,1197.7307
2010-06-11,1470.672,1130.6022
2010-06-12,1974.442,1501.7676
2010-06-13,1674.356,1219.5897
2010-06-14,1217.984,1358.9547
2010-06-15,1223.966,1546.0361
2010-06-16,1768.092,1249.8696
2010-06-17,1028.018,1531.3088
2010-06-18,1332.316,1367.8865
2010-06-19,1416.22,1367.8159
2010-06-20,1672.55,1274.2614
2010-06-21,1660.89,1321.3245
2010-06-22,1520.588,1540.1846
2010-06-23,1442.064,1504.401
2010-06-24,1095.78,1438.1395
2010-06-25,1099.438,1549.5035
2010-06-26,981.62,1504.5687
2010-06-27,1139.964,1540.1141
2010-06-28,1471.34,1338.995
2010-06-29,1368.008,1211.354
2010-06-30,1384.136,1291.0708
2010-07-01,1349.002,1104.5801
2010-07-02,1140.928,1231.6522
2010-07-03,1120.074,1246.889
2010-07-04,1538.088,1323.5312
2010-07-05,1113.99,1118.6243
2010-07-06,1005.934,1108.3604
2010-07-07,834.788,813.3836
2010-07-08,1212.652,1037.1865
2010-07-09,1083.478,980.3639
2010-07-10,1154.504,882.79224
2010-07-11,1193.572,1066.1395
2010-07-12,1109.574,988.0704
2010-07-13,1382.114,1267.2904
2010-07-14,1409.472,975.0481
2010-07-15,1635.816,916.30786
2010-07-16,820.056,1018.58276
2010-07-17,806.352,1036.5256
2010-07-18,812.038,1088.9401
2010-07-19,801.158,1145.1409
2010-07-20,855.824,1024.1279
2010-07-21,1064.166,1303.8761
2010-07-22,1164.446,1195.7241
2010-07-23,1176.158,1009.5384
2010-07-24,921.668,1114.2174
2010-07-25,1130.41,1506.1309
2010-07-26,884.15,1456.876
2010-07-27,952.36,1251.0299
2010-07-28,862.654,1239.1838
2010-07-29,549.104,1293.1351
2010-07-30,551.26,1409.388
2010-07-31,554.616,1257.6525
2010-08-01,555.664,1418.1873
2010-08-02,549.482,1291.53
2010-08-03,615.212,1340.1968
2010-08-04,543.356,1507.6017
2010-08-05,533.476,1439.3422
2010-08-06,524.746,1185.3207
2010-08-07,527.476,1255.1259
2010-08-08,528.46,1293.6929
2010-08-09,535.064,1199.8516
2010-08-10,544.758,1101.9226
2010-08-11,542.002,884.3338
2010-08-12,529.698,1197.9633
2010-08-13,534.294,1195.7284
2010-08-14,554.27,739.5705
2010-08-15,1055.986,1132.7714
2010-08-16,1129.73,893.7123
2010-08-17,1139.47,886.0098
2010-08-18,1304.64,807.4882
2010-08-19,1304.64,687.45404
2010-08-20,1304.64,598.3412
2010-08-21,1304.64,395.34537
2010-08-22,1260.266,666.4917
2010-08-23,765.658,556.8592
2010-08-24,722.948,529.39215
2010-08-25,980.408,371.1281
2010-08-26,757.252,415.2171
2010-08-27,2030.65,434.8539
2010-08-28,1442.856,347.30823
2010-08-29,1668.48,502.95746
2010-08-30,1494.802,579.234
2010-08-31,1365.106,524.4498
2010-09-01,1593.318,487.76532
2010-09-02,1392.492,395.87497
2010-09-03,1346.414,577.9873
2010-09-04,1743.84,478.7944
2010-09-05,1323.018,909.96765
2010-09-06,1422.876,640.4955
2010-09-07,1451.854,535.23285
2010-09-08,1303.812,837.4305
2010-09-09,1238.714,1122.009
2010-09-10,1328.108,751.0072
2010-09-11,1463.31,999.2795
2010-09-12,1612.092,1000.1986
2010-09-13,1076.32,852.364
2010-09-14,1430.678,1239.6053
2010-09-15,986.094,1286.1135
2010-09-16,1339.738,1169.4739
2010-09-17,1497.608,897.5402
2010-09-18,1247.946,1235.4034
2010-09-19,919.6,1097.342
2010-09-20,1682.832,1085.6511
2010-09-21,1111.376,1121.9324
2010-09-22,1510.394,1112.6506
2010-09-23,1449.862,1046.433
2010-09-24,1327.992,949.8903
2010-09-25,281.79,1118.2466
2010-09-26,210.24,1348.4717
2010-09-27,210.24,1106.0851
2010-09-28,638.764,1362.5809
2010-09-29,1684.426,1183.9896
2010-09-30,1248.278,1099.5112
2010-10-01,1504.82,1403.8372
2010-10-02,1923.254,1469.0806
2010-10-03,1830.684,1475.9812
2010-10-04,1775.96,1597.6556
2010-10-05,1854.624,1160.7811
2010-10-06,1315.456,1668.7642
2010-10-07,1809.954,1851.0299
2010-10-08,1510.456,1798.8973
2010-10-09,1611.78,1916.2377
2010-10-10,1998.904,1818.6484
2010-10-11,1622.59,1966.3115
2010-10-12,1579.692,2013.5486
2010-10-13,2073.886,2223.2236
2010-10-14,2135.122,2124.5447
2010-10-15,1596.324,2190.2866
2010-10-16,1000.014,2028.8862
