DateTime,True_Global_active_power,Predicted_Global_active_power
2009-11-27,1380.026,929.97614
2009-11-28,1858.95,918.52185
2009-11-29,1650.962,1281.8613
2009-11-30,1745.19,1019.07495
2009-12-01,1756.378,1332.4744
2009-12-02,2345.668,915.1017
2009-12-03,1479.688,1840.4702
2009-12-04,1711.294,1456.0742
2009-12-05,2351.762,1154.2207
2009-12-06,2378.288,1029.7032
2009-12-07,1742.638,1442.867
2009-12-08,2006.884,1499.8733
2009-12-09,1802.356,1498.0945
2009-12-10,2058.042,1433.6462
2009-12-11,1784.462,1036.5032
2009-12-12,1816.38,1571.8724
2009-12-13,2138.814,1536.0817
2009-12-14,1794.862,1752.2025
2009-12-15,1940.116,1577.0518
2009-12-16,1394.874,1850.2052
2009-12-17,1717.182,1472.4797
2009-12-18,1744.706,1514.4664
2009-12-19,2204.334,1663.3617
2009-12-20,1144.166,1928.7446
2009-12-21,2034.966,1676.8151
2009-12-22,1888.022,1753.8036
2009-12-23,1455.2,1657.7446
2009-12-24,2905.894,1980.8445
2009-12-25,2127.648,2119.4617
2009-12-26,2183.618,1800.0024
2009-12-27,2195.452,2126.3364
2009-12-28,2094.098,2368.016
2009-12-29,2047.968,1846.5809
2009-12-30,2451.11,1677.1544
2009-12-31,2211.892,1519.2701
2010-01-01,1224.252,1600.1024
2010-01-02,1311.806,1748.5841
2010-01-03,2083.454,1731.5767
2010-01-04,1604.132,1682.5295
2010-01-05,2219.78,2060.6174
2010-01-06,1777.18,1529.4998
2010-01-07,1769.442,2213.7249
2010-01-08,1797.208,1804.5248
2010-01-09,2336.9,1899.2848
2010-01-10,2508.466,2085.0916
2010-01-11,1518.684,1578.7509
2010-01-12,2190.558,1200.8438
2010-01-13,2390.4,2107.7988
2010-01-14,2514.208,1622.9706
2010-01-15,2196.76,1929.3195
2010-01-16,2150.112,2461.842
2010-01-17,1906.556,2389.6917
2010-01-18,1881.098,1896.9768
2010-01-19,2433.508,2146.016
2010-01-20,2351.728,2303.6533
2010-01-21,2137.856,2241.5105
2010-01-22,1790.626,2450.7551
2010-01-23,2611.502,2001.7041
2010-01-24,2269.42,2567.4539
2010-01-25,1930.51,2245.943
2010-01-26,2067.564,2291.6116
2010-01-27,2760.902,2155.5498
2010-01-28,2110.234,2238.1824
2010-01-29,2092.99,2203.1414
2010-01-30,2842.728,1977.3895
2010-01-31,1799.196,1961.1763
2010-02-01,1693.778,2032.4943
2010-02-02,2157.432,1894.9417
2010-02-03,2903.014,1712.4271
2010-02-04,2316.27,1545.5376
2010-02-05,2098.892,2101.713
2010-02-06,2712.986,2207.4773
2010-02-07,1625.708,1925.2806
2010-02-08,2582.238,2201.9412
2010-02-09,2420.932,1633.8433
2010-02-10,1948.196,2087.1484
2010-02-11,1369.768,2000.979
2010-02-12,1892.998,2044.676
2010-02-13,2351.556,2118.5413
2010-02-14,1688.35,1791.3839
2010-02-15,2097.132,1937.064
2010-02-16,1797.756,1901.2349
2010-02-17,2054.56,1961.1871
2010-02-18,1761.156,2121.2158
2010-02-19,1953.572,1935.3651
2010-02-20,1983.728,1804.2072
2010-02-21,2740.314,2014.858
2010-02-22,1474.036,1783.4915
2010-02-23,1461.28,1804.7606
2010-02-24,1914.278,2212.2734
2010-02-25,1880.204,2263.5427
2010-02-26,2120.156,2362.7874
2010-02-27,1765.056,1946.3893
2010-02-28,711.666,2056.5715
2010-03-01,1298.728,1881.4319
2010-03-02,766.9060000000001,2038.6946
2010-03-03,935.834,2179.1233
2010-03-04,682.88,1705.4938
2010-03-05,1133.726,1717.3368
2010-03-06,794.712,1913.4292
2010-03-07,1372.472,2046.0562
2010-03-08,2557.098,2352.5945
2010-03-09,1760.112,1804.667
2010-03-10,1822.632,1873.6202
2010-03-11,1951.09,2311.9155
2010-03-12,1645.424,1658.1473
2010-03-13,2383.01,1029.2705
2010-03-14,1566.714,1527.9308
2010-03-15,1791.85,1360.006
2010-03-16,1542.65,1648.1334
2010-03-17,2009.13,1539.5076
2010-03-18,1562.682,1840.3179
2010-03-19,1663.384,989.2855
2010-03-20,641.508,1462.503
2010-03-21,1262.9,1417.4398
2010-03-22,1618.59,1062.2648
2010-03-23,1822.162,1539.4005
2010-03-24,1994.752,1400.9509
2010-03-25,1679.884,1363.69
2010-03-26,1651.284,1078.5948
2010-03-27,1847.97,1278.2792
2010-03-28,1798.214,1645.7151
2010-03-29,1622.738,1860.4584
2010-03-30,1906.454,1535.139
2010-03-31,1923.802,1780.8032
2010-04-01,1687.44,1269.4834
2010-04-02,1648.622,1812.3634
2010-04-03,1805.278,1763.2302
2010-04-04,1690.388,1718.4954
2010-04-05,1118.82,1852.1835
2010-04-06,1825.852,1609.9941
2010-04-07,1596.982,2052.28
2010-04-08,1649.22,1885.2075
2010-04-09,1233.35,2105.674
2010-04-10,1190.208,2170.6353
2010-04-11,1603.152,1818.4933
2010-04-12,1439.426,1587.4628
2010-04-13,1512.704,2296.3496
2010-04-14,1660.364,2476.7695
2010-04-15,1872.178,2032.4572
2010-04-16,1562.062,1926.0715
2010-04-17,1557.712,1938.628
2010-04-18,1476.106,2530.1528
2010-04-19,1708.594,2011.7162
2010-04-20,1833.628,2541.8306
2010-04-21,1579.914,2273.504
2010-04-22,1460.904,2096.8196
